state_action_state_weights
49188 682 1 1
"paper" "N" "edit" 2
"ia" "N" "oy" 4
"rr" "N" "pa" 10
"nd" "N" "wh" 3
"z" "N" "pre" 7
"cks" "N" "cher" 6
"v" "N" "audi" 2
"eur" "N" "pe" 3
"eur" "N" "ger" 2
"cs" "N" "poi" 4
"'" "N" "edera" 2
"edera" "N" "" 2
"hugh" "N" "q" 11
"le" "N" "hugh" 2
"urgi" "N" "r" 5
"fe" "N" "pai" 3
"sch" "N" "ede" 2
"gia" "N" "ca" 4
"ke" "N" "poi" 3
"x" "N" "depe" 3
"ar" "N" "upp" 2
"ogi" "N" "ya" 3
"pa" "N" "dai" 2
"eady" "N" "le" 3
"ird" "N" "er" 4
"tt" "N" "sc" 2
"addi" "N" "di" 2
"ch" "N" "iper" 2
"are" "N" "app" 6
"aday" "N" "ph" 5
"ige" "N" "u" 5
"-p" "N" "pa" 11
"ir" "N" "ge" 3
"oy" "N" "ger" 2
"ewi" "N" "a" 5
"l" "N" "ueh" 4
"due" "N" "x" 2
"oder" "N" "au" 3
"a" "N" "ured" 2
"ope" "N" "ce" 4
"g" "N" "za" 2
"ss" "N" "ze" 17
"k" "N" "ured" 2
"ct" "N" "ori" 10
"eda" "N" "pa" 2
"nne" "N" "opera" 2
"pa" "N" "ar" 8
"ery" "N" "dep" 2
"re" "N" "dea" 4
"ay" "N" "se" 12
"are" "N" "joi" 3
"ke's" "N" "ou" 9
"up" "N" "year" 2
"ia" "N" "eigh" 6
"u" "N" "yu" 7
"pa" "N" "y-" 2
"y-" "N" "per" 3
"f" "N" "uy" 2
"ew" "N" "joi" 4
"de" "N" "ia" 5
"p" "N" "yo" 4
"re" "N" "ct" 6
"uy" "N" "po" 3
"v" "N" "udi" 4
"sz" "N" "f" 5
"her" "N" "oe" 4
"idd" "N" "u" 4
"ce" "N" "oper" 6
"be" "N" "dire" 3
"v" "N" "he" 10
"l" "N" "ic" 14
"mb" "N" "ph" 5
"lle" "N" "uh" 2
"d" "N" "yd" 2
"eider" "N" "pa" 6
"her" "N" "joh" 2
"deo" "N" "der" 2
"ya" "N" "ear" 6
"de" "N" "peri" 7
"peri" "N" "j" 3
"ured" "N" "pi" 7
"cke" "N" "di" 2
"h" "N" "udge" 11
"ie" "N" "a'" 3
"se" "N" "edit" 4
"ood" "N" "jer" 2
"idge" "N" "pre" 2
"te" "N" "nne" 8
"di" "N" "oh" 2
"ne" "N" "depo" 6
"ody" "N" "'" 2
"hu" "N" "v" 6
"j" "N" "oo" 7
"appe" "N" "tt" 15
"dia" "N" "ju" 5
"idge" "N" "jour" 3
"ey" "N" "eyer" 2
"k" "N" "eyer" 7
"ce" "N" "eh" 2
"jai" "N" "pu" 3
"gg" "N" "x" 2
"oia" "N" "b" 5
"idge" "N" "je" 13
"ood" "N" "aged" 2
"po" "N" "ol" 2
"ra" "N" "n" 3
"odi" "N" "j" 2
"opper" "N" "pe" 7
"owed" "N" "wh" 4
"se" "N" "ope" 11
"ergy" "N" "dire" 2
"uded" "N" "pu" 5
"oyed" "N" "'" 2
"r" "N" "nne" 5
"ja" "N" "pre" 3
"do" "N" "dire" 12
"ada" "N" "-e" 2
"ide" "N" "s'" 15
"ap" "N" "jo" 6
"a" "N" "idge" 3
"ouder" "N" "k" 18
"ere" "N" "jewe" 2
"ugh" "N" "per" 4
"oy" "N" "origi" 2
"ir" "N" "ur" 5
"g" "N" "yd" 2
"yer" "N" "di" 2
"sse" "N" "pi" 2
"lle" "N" "eye" 2
"era" "N" "da" 5
"ow" "N" "opera" 9
"ch" "N" "daugh" 4
"ati" "N" "d" 2
"b" "N" "co" 3
"r" "N" "ped" 3
"v" "N" "orre" 5
"r" "N" "ard'" 5
"eault" "N" "w" 17
"eault" "N" "h" 6
"eault" "N" "r" 9
"yi" "N" "au" 76
"b" "N" "pear" 10
"du" "N" "der" 12
"do" "N" "pu" 11
"tsch" "N" "auer" 3
"tsch" "N" "ee" 3
"x-" "N" "y" 2
"zz" "N" "io" 4
"e" "N" "ft" 9
"ft" "N" "i" 2
"appi" "N" "i" 3
"ch" "N" "ered" 5
"ch" "N" "ais" 4
"eh" "N" "eh" 2
"kes" "N" "ir" 2
"ye" "N" "ck" 3
"se" "N" "lle" 2
"che" "N" "q" 8
"cq" "N" "th" 6
"igh" "N" "popu" 7
"d'" "N" "z" 2
"a" "N" "ore" 6
"ke" "N" "ad" 6
"ead" "N" "ey" 6
"ss" "N" "sc" 20
"dur" "N" "'" 4
"uda" "N" "me" 2
"ior" "N" "pe" 3
"d" "N" "paig" 4
"ero" "N" "u" 5
"ugh" "N" "ja" 13
"gh" "N" "wh" 9
"ead" "N" "du" 3
"tt" "N" "ga" 3
"t" "N" "odde" 10
"" "N" "rar" 36
"ege" "N" "ger" 2
"oper" "N" "upper" 2
"igh" "N" "is" 39
"ip" "N" "ura" 4
"ager" "N" "le" 4
"n" "N" "dedu" 2
"do" "N" "ck's" 6
"c" "N" "ard'" 6
"'" "N" "qu" 10
"dei" "N" "b" 10
"r" "N" "iar" 2
"ne" "N" "die" 2
"re" "N" "pop" 4
"eide" "N" "sch" 5
"oya" "N" "j" 10
"igh" "N" "ide" 2
"c" "N" "gia" 4
"epe" "N" "b" 11
"th" "N" "erer" 5
"ss" "N" "agi" 4
"ea" "N" "popu" 7
"a" "N" "urr" 12
"pur" "N" "ie" 4
"ided" "N" "er" 2
"e" "N" "odo" 26
"ffe" "N" "v" 6
"ke" "N" "upper" 3
"h" "N" "api" 10
"upper" "N" "year" 2
"e" "N" "at" 2
"at" "N" "s" 4
"'d" "N" "ie" 2
"i" "N" "gea" 2
"k" "N" "tio" 3
"opp" "N" "da" 3
"sse" "N" "ss" 4
"gue" "N" "ng" 5
"ape" "N" "pi" 3
"ne" "N" "poo" 11
"urre" "N" "jo" 2
"pad" "N" "ou" 4
"opa" "N" "du" 2
"ger" "N" "aw" 2
"ger" "N" "id" 3
"z" "N" "ya" 13
"urd" "N" "ee" 4
"owed" "N" "-up" 5
"ouder" "N" "'" 5
"oa" "N" "pay" 9
"s" "N" "ais" 4
"oye" "N" "o" 7
"urre" "N" "f" 6
"b" "N" "ck's" 5
"ger" "N" "appe" 2
"u" "N" "dau" 4
"is" "N" "pe" 6
"ada" "N" "ur" 7
"nn" "N" "is" 5
"you" "N" "is" 2
"cke" "N" "ch" 3
"wh" "N" "ph" 4
"wh" "N" "ch" 2
"eigh" "N" "ph" 6
"edi" "N" "ff" 6
"depo" "N" "o" 5
"ege" "N" "ow" 4
"ery" "N" "ei" 5
"py" "N" "ou" 2
"oup" "N" "ke" 6
"x" "N" "pipe" 6
"ded" "N" "ya" 3
"dar" "N" "di" 6
"cs" "N" "ir" 4
"h" "N" "yo" 20
"v" "N" "opou" 2
"ode" "N" "ne" 3
"h" "N" "dep" 8
"i" "N" "opa" 2
"addi" "N" "p" 11
"pi" "N" "der'" 2
"uy" "N" "pa" 10
"da" "N" "urre" 5
"k" "N" "cs" 8
"yder" "N" "de" 7
"st" "N" "sch" 12
"poi" "N" "ch" 2
"ead" "N" "op" 2
"u" "N" "pp" 5
"sch" "N" "ow" 13
"u" "N" "yder" 13
"ge" "N" "opp" 2
"me" "N" "oppe" 2
"ge" "N" "oppe" 2
"e" "N" "oppe" 7
"tt" "N" "ori" 6
"k" "N" "uer" 12
"ued" "N" "do" 2
"do" "N" "pur" 4
"age" "N" "joh" 22
"ode" "N" "pri" 3
"ough" "N" "ir" 4
"er" "N" "ied" 4
"oyed" "N" "x" 6
"c" "N" "ged" 2
"jay" "N" "or" 3
"mb" "N" "sch" 20
"sh" "N" "depa" 5
"th" "N" "pal" 4
"ja" "N" "ha" 18
"ah" "N" "ad" 9
"ne" "N" "che" 4
"oj" "N" "b" 9
"et" "N" "opera" 2
"opera" "N" "er" 2
"w" "N" "y'" 3
"tch" "N" "ard" 3
"oed" "N" "k" 31
"jour" "N" "d'" 5
"oppi" "N" "f" 2
"ie" "N" "op" 2
"z" "N" "aya" 10
"ed" "N" "oh" 21
"ve" "N" "oe" 2
"mme" "N" "y" 5
"pipe" "N" "tt" 4
"aier" "N" "g" 3
"p" "N" "opa" 4
"te" "N" "od" 2
"up" "N" "io" 2
"eaded" "N" "po" 2
"hugh" "N" "sh" 6
"t" "N" "ird" 2
"ks" "N" "poo" 3
"ough" "N" "poo" 2
"eide" "N" "v" 10
"h" "N" "eault" 3
"ded" "N" "oi" 4
"geo" "N" "p" 5
"uder" "N" "sh" 2
"ks" "N" "you" 3
"cks" "N" "up" 2
"v" "N" "up" 10
"sts" "N" "de" 2
"joy" "N" "pe" 5
"oded" "N" "or" 3
"pu" "N" "is" 4
"pu" "N" "pu" 6
"oeh" "N" "o" 4
"ju" "N" "jo" 14
"ui" "N" "io" 5
"appe" "N" "m" 7
"owed" "N" "da" 5
"cs" "N" "pi" 9
"gia" "N" "ger" 6
"oo" "N" "-p" 5
"n'" "N" "v" 3
"ep" "N" "x" 8
"year" "N" "jour" 2
"upper" "N" "sc" 2
"ue" "N" "pur" 3
"ue" "N" "her" 4
"pie" "N" "or" 3
"ero" "N" "j" 9
"power" "N" "ad" 2
"up" "N" "jai" 2
"ere" "N" "jour" 2
"ng" "N" "dy" 3
"h" "N" "dio" 3
"igh" "N" "j" 6
"-up" "N" "ord" 2
"pi" "N" "ks" 4
"owd" "N" "sh" 16
"p" "N" "ault" 4
"fe" "N" "me" 3
"le" "N" "fe" 10
"ooper" "N" "joh" 3
"da" "N" "eh" 2
"you" "N" "ja" 8
"pie" "N" "per" 4
"deb" "N" "i" 4
"ua" "N" "kes" 6
"do" "N" "cs" 3
"v" "N" "joy" 2
"uy" "N" "du" 2
"io" "N" "gu" 4
"c" "N" "ro" 2
"e" "N" "apa" 5
"auer" "N" "je" 5
"joy" "N" "ea" 10
"me" "N" "dea" 2
"ter" "N" "-i" 3
"peri" "N" "pa" 3
"ap" "N" "paper" 2
"ja" "N" "dor" 3
"ci" "N" "o" 6
"de" "N" "poo" 3
"kes" "N" "up" 7
"y" "N" "edder" 2
"ur" "N" "ord" 5
"op" "N" "ke" 7
"x" "N" "uda" 6
"rr" "N" "ower" 2
"k" "N" "oop" 11
"poo" "N" "z" 2
"idge" "N" "per" 10
"rr" "N" "idge" 17
"eur" "N" "q" 4
"ya" "N" "zz" 18
"you" "N" "que" 2
"orough" "N" "ei" 3
"tio" "N" "s" 4
"odi" "N" "y" 8
"ure" "N" "jur" 3
"x" "N" "ord" 24
"te" "N" "aw" 6
"le" "N" "uri" 5
"sse" "N" "ed" 3
"ado" "N" "ll" 2
"gg" "N" "ur" 5
"ah" "N" "se" 2
"m" "N" "ged" 3
"ur" "N" "ye" 2
"tsch" "N" "ch" 3
"pe" "N" "ide" 6
"die" "N" "je" 6
"die" "N" "ji" 3
"nn" "N" "power" 2
"op" "N" "se" 4
"edi" "N" "ou" 2
"da" "N" "udi" 5
"eye" "N" "x" 4
"ege" "N" "ja" 17
"urre" "N" "al" 2
"ed" "N" "igh" 4
"owed" "N" "ji" 2
"o" "N" "ager" 3
"ired" "N" "dire" 2
"oppe" "N" "u" 3
"ur" "N" "opera" 4
"m" "N" "yea" 15
"uy" "N" "x" 25
"up" "N" "-e" 5
"par" "N" "de" 2
"x-" "N" "c" 10
"pa" "N" "poo" 2
"de" "N" "her" 2
"tch" "N" "-i" 13
"ve" "N" "yo" 5
"ed" "N" "pal" 4
"ade" "N" "edge" 2
"id" "N" "eigh" 13
"y" "N" "sse" 6
"or" "N" "zz" 2
"o" "N" "ough" 5
"urer" "N" "ou" 2
"ker" "N" "g" 6
"eyer" "N" "ear" 2
"appe" "N" "ur" 2
"l" "N" "odde" 5
"ad" "N" "power" 5
"di" "N" "jer" 6
"o" "N" "add" 7
"o" "N" "addo" 3
"ne" "N" "add" 2
"u" "N" "epi" 2
"g" "N" "urer" 2
"urer" "N" "er" 4
"ter" "N" "ai" 18
"ya" "N" "pri" 4
"ued" "N" "je" 3
"uri" "N" "le" 3
"ks" "N" "app" 4
"or" "N" "ogi" 5
"se" "N" "tte" 3
"ay" "N" "gu" 6
"py" "N" "y" 2
"orough" "N" "z" 3
"ger" "N" "oo" 4
"gue" "N" "tt" 11
"ee" "N" "pai" 2
"pur" "N" "ke" 2
"dup" "N" "sh" 3
"ora" "N" "ai" 5
"dar" "N" "jo" 3
"gia" "N" "jour" 2
"bbe" "N" "a" 18
"jur" "N" "p" 2
"aid" "N" "age" 4
"ow" "N" "ada" 4
"tsch" "N" "or" 2
"oa" "N" "di" 23
"ch" "N" "ood" 18
"ye" "N" "u" 15
"io" "N" "pou" 6
"age" "N" "nn" 2
"-up" "N" "ar" 3
"-up" "N" "do" 2
"ie" "N" "ord" 5
"dai" "N" "lle" 2
"ya" "N" "du" 3
"tte" "N" "daugh" 2
"ll" "N" "pad" 8
"t" "N" "ipe" 7
"ipe" "N" "de" 5
"ti" "N" "k" 2
"aw" "N" "je" 15
"io" "N" "ar" 7
"edo" "N" "y" 13
"ft" "N" "" 2
"me" "N" "ap" 2
"uh" "N" "ji" 6
"ah" "N" "x" 6
"k's" "N" "ai" 4
"ph" "N" "ire" 8
"pie" "N" "de" 7
"be" "N" "ng" 4
"ua" "N" "re" 8
"k" "N" "owe" 15
"ord" "N" "owi" 2
"ough" "N" "pre" 3
"-i" "N" "ke" 3
"ks'" "N" "v" 7
"op" "N" "is" 2
"aged" "N" "ar" 2
"pop" "N" "ar" 3
"cks" "N" "ger" 2
"cks" "N" "addi" 2
"me" "N" "ia" 2
"ugge" "N" "di" 6
"ss" "N" "depa" 2
"op" "N" "joh" 20
"pe" "N" "era" 5
"per" "N" "ff" 4
"ayo" "N" "z" 2
"opera" "N" "po" 3
"ide" "N" "oper" 2
"ve" "N" "cch" 6
"edera" "N" "m" 5
"cz" "N" "o" 20
"opp" "N" "ai" 2
"g" "N" "epp" 2
"dir" "N" "m" 3
"oda" "N" "or" 7
"re" "N" "dia" 15
"ore" "N" "are" 2
"oa" "N" "ju" 2
"iar" "N" "ou" 2
"eh" "N" "ed" 3
"jay" "N" "je" 3
"ear" "N" "q" 9
"ode" "N" "du" 3
"gia" "N" "ho" 2
"ded" "N" "-e" 4
"ze" "N" "kes" 3
"uded" "N" "ar" 3
"b" "N" "yp" 2
"pur" "N" "per" 2
"gia" "N" "ju" 4
"ks" "N" "kes" 2
"yder" "N" "ch" 10
"ea" "N" "pie" 2
"di" "N" "ded" 2
"pi" "N" "dai" 2
"ai" "N" "dai" 6
"ear" "N" "ded" 7
"fe" "N" "ger" 24
"y" "N" "aged" 13
"audi" "N" "er" 4
"zy" "N" "" 2
"ired" "N" "op" 2
"x" "N" "yi" 2
"od" "N" "ey" 4
"de" "N" "y'" 6
"ode" "N" "y'" 2
"uded" "N" "ir" 5
"ido" "N" "u" 2
"ode" "N" "o'" 2
"x" "N" "ey'" 2
"th" "N" "ari" 2
"oop" "N" "er" 5
"ee" "N" "par" 4
"pal" "N" "y" 4
"w" "N" "be" 6
"'" "N" "ogi" 5
"o" "N" "did" 2
"orough" "N" "le" 3
"ad" "N" "kes" 16
"ad" "N" "ke" 10
"eye" "N" "jo" 9
"gia" "N" "x" 32
"ie" "N" "pie" 4
"le" "N" "par" 8
"adde" "N" "n'" 11
"ah" "N" "ey" 2
"aye" "N" "gh" 16
"ff" "N" "ery" 2
"dup" "N" "le" 4
"m" "N" "aj" 15
"he" "N" "ide" 5
"me" "N" "par" 7
"mn" "N" "sch" 2
"g" "N" "opa" 24
"de" "N" "age" 6
"ep" "N" "jo" 3
"ire" "N" "ha" 3
"ade" "N" "popu" 2
"ar" "N" "oppo" 2
"oad" "N" "ard" 2
"he" "N" "ve" 4
"ord" "N" "ng" 2
"b" "N" "ta" 2
"ew" "N" "ng" 5
"je" "N" "ure" 5
"ger" "N" "pear" 2
"idi" "N" "ch" 6
"ooper" "N" "wh" 4
"ood" "N" "ad" 7
"ede" "N" "w" 7
"ado" "N" "are" 2
"a" "N" "owi" 3
"ker" "N" "ph" 2
"d" "N" "ke's" 10
"f" "N" "dah" 4
"dah" "N" "r" 2
"ged" "N" "ho" 2
"le" "N" "d'" 9
"cher" "N" "da" 6
"m" "N" "ter" 7
"chs" "N" "d" 3
"ige" "N" "w" 17
"oad" "N" "-p" 3
"v" "N" "eid" 2
"paper" "N" "ne" 3
"joh" "N" "ng" 2
"urre" "N" "b" 10
"dered" "N" "ja" 6
"rr" "N" "e'" 12
"agi" "N" "th" 6
"di" "N" "dep" 3
"o" "N" "ard'" 5
"uge" "N" "ph" 2
"peda" "N" "k" 13
"peda" "N" "p" 2
"ere" "N" "oh" 2
"agi" "N" "f" 3
"que" "N" "ued" 4
"ie" "N" "paper" 3
"ey" "N" "kh" 3
"i" "N" "depa" 9
"or" "N" "jay" 4
"poo" "N" "po" 2
"appi" "N" "t" 5
"ua" "N" "jo" 10
"ea" "N" "i'" 6
"pe" "N" "i'" 3
"a'" "N" "n" 6
"you" "N" "ge" 2
"pera" "N" "e" 5
"op" "N" "pur" 2
"opp" "N" "ur" 2
"dio" "N" "th" 7
"uda" "N" "pur" 16
"uda" "N" "pu" 2
"ll" "N" "ck" 6
"se" "N" "ay" 3
"ard" "N" "up" 7
"nn" "N" "ord" 2
"ured" "N" "ah" 3
"ud" "N" "ji" 4
"he" "N" "j" 5
"ji" "N" "wh" 2
"dur" "N" "di" 2
"ged" "N" "ord" 2
"ud" "N" "da" 22
"x" "N" "pau" 4
"ll'" "N" "a" 3
"ce" "N" "ap" 8
"ng" "N" "gg" 2
"uy" "N" "ne" 10
"idy" "N" "z" 3
"k" "N" "upe" 2
"k's" "N" "je" 4
"eur" "N" "po" 6
"ff" "N" "ida" 2
"do" "N" "zz" 2
"idge" "N" "ne" 9
"eye" "N" "q" 3
"oa" "N" "q" 4
"le" "N" "gu" 3
"ie" "N" "ber" 2
"oye" "N" "tt" 4
"pe" "N" "ho" 6
"ker" "N" "p" 7
"urre" "N" "w" 2
"ur" "N" "dou" 3
"g" "N" "ader" 19
"cher" "N" "sch" 10
"iew" "N" "ff" 2
"jer" "N" "ze" 3
"wh" "N" "y'" 2
"ia" "N" "jer" 2
"eady" "N" "'" 4
"ce" "N" "ori" 2
"uy" "N" "er" 4
"ide" "N" "paper" 2
"eyer" "N" "au" 5
"iar" "N" "au" 2
"mme" "N" "-p" 7
"du" "N" "ke's" 2
"gue" "N" "sc" 10
"b" "N" "aper" 2
"-p" "N" "owe" 7
"ct" "N" "oder" 3
"di" "N" "odo" 5
"ap" "N" "-i" 3
"-i" "N" "je" 6
"ui" "N" "ke" 4
"joi" "N" "m" 8
"jo" "N" "ed" 13
"ei" "N" "oh" 2
"eo" "N" "je" 3
"je" "N" "ie" 3
"idd" "N" "ch" 2
"you" "N" "ho" 2
"ger" "N" "gue" 2
"g" "N" "deri" 6
"deri" "N" "" 2
"per" "N" "ade" 17
"ar" "N" "fe" 2
"ige" "N" "b" 34
"ige" "N" "p" 2
"ss" "N" "depe" 4
"ey" "N" "ad" 4
"a'" "N" "o" 7
"eu" "N" "di" 2
"'" "N" "eur" 4
"t" "N" "erge" 3
"ow" "N" "ge" 4
"owa" "N" "z" 4
"age" "N" "oi" 4
"dei" "N" "l" 2
"w" "N" "jai" 4
"k" "N" "urde" 6
"ou" "N" "-p" 10
"aigh" "N" "g" 3
"aw" "N" "origi" 4
"h" "N" "edder" 4
"geo" "N" "e" 2
"ope" "N" "l'" 15
"he" "N" "-i" 2
"ja" "N" "au" 19
"eier" "N" "au" 2
"s" "N" "da'" 3
"ch" "N" "opo" 5
"cs" "N" "dep" 16
"edi" "N" "ju" 3
"ig" "N" "u" 6
"our" "N" "pur" 4
"p" "N" "apper" 6
"p" "N" "ede" 8
"ca" "N" "ffe" 28
"z" "N" "yder" 2
"pod" "N" "po" 3
"'" "N" "gue" 5
"popu" "N" "s" 4
"eur" "N" "ear" 2
"ur" "N" "ne'" 14
"eo" "N" "q" 4
"do" "N" "ui" 2
"auer" "N" "pa" 2
"oyer" "N" "po" 2
"oyer" "N" "ei" 3
"be" "N" "tte" 2
"ide" "N" "ze" 8
"qu" "N" "er" 8
"h" "N" "appoi" 6
"kes" "N" "ar" 3
"me" "N" "edi" 7
"sse" "N" "pa" 4
"ord" "N" "ger" 5
"c" "N" "oyer" 2
"ao" "N" "or" 12
"dar" "N" "j" 2
"gia" "N" "'" 8
"y-" "N" "o" 2
"p" "N" "augh" 7
"po" "N" "-e" 3
"v" "N" "api" 4
"per" "N" "ke" 8
"r" "N" "st" 4
"do" "N" "oh" 4
"eh" "N" "d" 11
"dow" "N" "are" 3
"urr" "N" "d" 5
"ar" "N" "aa" 2
"pal" "N" "k" 3
"o" "N" "dah" 7
"ough" "N" "eh" 3
"he" "N" "ear" 3
"y" "N" "ored" 7
"ey'" "N" "m" 2
"aid" "N" "opera" 3
"uge" "N" "ho" 3
"u" "N" "add" 2
"u" "N" "le'" 15
"le" "N" "tsch" 4
"zz" "N" "te" 3
"-p" "N" "po" 9
"geo" "N" "k" 2
"ege" "N" "-p" 5
"ar" "N" "ay" 3
"peri" "N" "ya" 3
"or" "N" "co" 3
"j" "N" "up" 11
"ope" "N" "eu" 3
"ege" "N" "te" 9
"op" "N" "ss" 2
"gg" "N" "ard" 5
"za" "N" "i" 19
"c" "N" "hir" 7
"te" "N" "pie" 6
"ard" "N" "origi" 4
"dai" "N" "me" 3
"upe" "N" "ch" 6
"ea" "N" "up" 3
"ough" "N" "ng" 5
"appi" "N" "c" 6
"yo" "N" "ck" 6
"ered" "N" "sch" 6
"ited" "N" "sch" 4
"z" "N" "ugge" 6
"aday" "N" "n" 3
"m" "N" "ayo" 4
"sch" "N" "ke's" 3
"ader" "N" "sch" 5
"me" "N" "eh" 2
"ad" "N" "appoi" 2
"ipp" "N" "z" 3
"ed" "N" "rr" 3
"pi" "N" "ade" 3
"ede" "N" "e" 9
"dep" "N" "le" 3
"uded" "N" "doub" 4
"ey" "N" "ie" 10
"ower" "N" "der" 3
"nn" "N" "ered" 5
"ss" "N" "oa" 9
"popu" "N" "r" 11
"ade" "N" "dep" 2
"ord" "N" "ey" 6
"app" "N" "z" 6
"jo" "N" "-p" 7
"ayo" "N" "p" 22
"oje" "N" "s" 2
"edo" "N" "pe" 5
"cc" "N" "n" 7
"x" "N" "fe" 7
"ur" "N" "ua" 3
"bbe" "N" "i" 4
"cs" "N" "ger" 11
"geo" "N" "d" 2
"year" "N" "ear" 10
"nd" "N" "pou" 2
"g" "N" "odo" 9
"ck" "N" "ayer" 4
"que" "N" "eye" 2
"ired" "N" "wh" 2
"u" "N" "y'" 14
"w" "N" "pear" 2
"tsche" "N" "er" 9
"ier" "N" "du" 2
"ll" "N" "gue" 5
"tt" "N" "igh" 3
"ored" "N" "sch" 3
"per" "N" "due" 2
"l" "N" "pera" 2
"z" "N" "pera" 2
"ord" "N" "up" 33
"b" "N" "ber" 6
"he" "N" "te" 4
"era" "N" "ger" 2
"h" "N" "ery" 3
"tsche" "N" "ll" 3
"ta" "N" "k" 7
"apper" "N" "ea" 2
"ier" "N" "ou" 16
"ss" "N" "uper" 6
"ere" "N" "hi" 5
"audi" "N" "" 5
"udi" "N" "'" 7
"udi" "N" "th" 5
"ae" "N" "pe" 3
"audi" "N" "i" 11
"audi" "N" "k" 2
"the" "N" "ea" 6
"cks" "N" "wh" 9
"audi" "N" "g" 3
"j" "N" "oh" 3
"ure" "N" "oh" 3
"ier" "N" "i'" 2
"ara" "N" "ll" 3
"or" "N" "za" 2
"hugh" "N" "joh" 2
"adu" "N" "'" 2
"de" "N" "ct" 4
"se" "N" "ode" 2
"ery" "N" "io" 3
"se" "N" "jewe" 4
"odd" "N" "j" 8
"k" "N" "oup" 3
"the" "N" "ne" 3
"oyd" "N" "x" 4
"owe" "N" "pa" 3
"n-" "N" "a" 6
"ud" "N" "sch" 8
"appe" "N" "g" 3
"aw" "N" "ad" 3
"ei" "N" "gh" 4
"ge" "N" "upper" 5
"day" "N" "pre" 3
"iew" "N" "is" 3
"ear" "N" "ea" 5
"ired" "N" "are" 5
"adap" "N" "s" 11
"ier" "N" "pri" 3
"rr" "N" "owed" 5
"se" "N" "ct" 5
"th" "N" "hu" 4
"igh" "N" "ter" 7
"ad" "N" "ho" 8
"hi" "N" "sch" 5
"eault" "N" "v" 4
"-i" "N" "tte" 4
"ari" "N" "pu" 2
"gh" "N" "ea" 4
"b" "N" "gia" 5
"er" "N" "ara" 2
"ege" "N" "pre" 4
"m" "N" "aier" 12
"ste" "N" "i" 2
"ird" "N" "sch" 4
"pay" "N" "k" 15
"ber" "N" "di" 2
"ope" "N" "je" 4
"aigh" "N" "f" 2
"x" "N" "tt" 11
"th" "N" "dor" 3
"cz" "N" "th" 9
"aya" "N" "or" 7
"our" "N" "que" 4
"ya" "N" "pu" 4
"z" "N" "idi" 14
"za" "N" "" 3
"st" "N" "awe" 4
"ke" "N" "ge" 5
"xs" "N" "ey" 3
"ia" "N" "io" 5
"nd" "N" "pu" 5
"da" "N" "pri" 3
"bb" "N" "da" 2
"pep" "N" "o" 10
"o" "N" "ste" 5
"cher" "N" "od" 2
"le" "N" "die" 2
"oge" "N" "ve" 3
"per" "N" "tt" 14
"ie" "N" "doub" 2
"iew" "N" "origi" 4
"ader" "N" "ude" 3
"ja" "N" "ea" 5
"ais" "N" "au" 3
"ure" "N" "fe" 3
"kes" "N" "ter" 2
"g" "N" "api" 10
"owd" "N" "wh" 2
"al" "N" "der" 2
"sh" "N" "era" 3
"oup" "N" "io" 3
"aj" "N" "e" 17
"api" "N" "sch" 2
"oder" "N" "'" 11
"ergy" "N" "ju" 2
"ude" "N" "up" 2
"j" "N" "ct" 3
"ct" "N" "z" 5
"u" "N" "aid" 8
"pay" "N" "eigh" 2
"g" "N" "yder" 2
"ope" "N" "jour" 3
"oo" "N" "power" 6
"t'" "N" "g" 2
"upe" "N" "y" 2
"dup" "N" "n" 6
"tch" "N" "jour" 9
"oed" "N" "u" 8
"s'" "N" "re" 3
"be" "N" "sch" 13
"u" "N" "d-" 2
"d-" "N" "o" 3
"v" "N" "erd" 2
"'" "N" "eh" 2
"te" "N" "qu" 12
"-e" "N" "up" 24
"ery" "N" "origi" 3
"deri" "N" "d" 2
"se" "N" "pear" 2
"p" "N" "eh" 4
"opi" "N" "i" 5
"w" "N" "za" 2
"ve" "N" "pea" 2
"ji" "N" "dai" 14
"ogi" "N" "y" 24
"odde" "N" "z" 2
"edge" "N" "re" 7
"pi" "N" "ura" 3
"th" "N" "opo" 5
"a" "N" "ger'" 4
"ere" "N" "oa" 4
"t" "N" "paw" 3
"s's" "N" "v" 2
"y" "N" "appi" 13
"h" "N" "c's" 3
"ior" "N" "jo" 3
"sh" "N" "og" 4
"v" "N" "edit" 6
"cke" "N" "'" 4
"io" "N" "ha" 2
"h" "N" "pop" 7
"odo" "N" "y" 3
"deri" "N" "x" 3
"add" "N" "ai" 5
"ce" "N" "nn" 5
"se" "N" "ya" 10
"r" "N" "deri" 13
"io" "N" "id" 9
"o" "N" "uded" 6
"ude" "N" "tte" 4
"hi" "N" "ph" 7
"jo" "N" "dow" 2
"ber" "N" "je" 3
"y" "N" "daw" 6
"ne" "N" "edge" 5
"ir" "N" "ard" 3
"-i" "N" "j" 13
"igh" "N" "wh" 7
"te" "N" "oppo" 3
"da" "N" "ee" 5
"pora" "N" "ted" 4
"peri" "N" "le" 2
"eu" "N" "le" 5
"eye" "N" "de" 3
"ower" "N" "ng" 3
"edge" "N" "pa" 9
"jer" "N" "do" 9
"aid" "N" "ja" 14
"et" "N" "ea" 4
"ao" "N" "ed" 2
"ar" "N" "o'" 10
"euer" "N" "p" 9
"oer" "N" "t" 4
"de" "N" "ure" 8
"pora" "N" "q" 3
"pora" "N" "v" 28
"age" "N" "ee" 6
